trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 0.005, 'e': 0.6137457494888116}",30,10,-20.437395251860362,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
183,False,"{'a': 0.005, 'e': 0.6097905754324501}",25,15,-27.517704812617783,"{0: 6, 1: 2, 2: 1, 3: 1, 4: 0}",1
184,False,"{'a': 0.005, 'e': 0.6058201566434628}",25,0,-136.6796929994902,"{0: 18, 1: 2, 2: 1, 3: 1, 4: 3}",0
185,False,"{'a': 0.005, 'e': 0.6018345923821126}",20,0,-66.47781388607054,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
186,False,"{'a': 0.005, 'e': 0.5978339822872982}",25,16,-33.94774797736802,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.005, 'e': 0.5938184263740639}",30,6,-31.841240849843192,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 1}",1
188,False,"{'a': 0.005, 'e': 0.5897880250310982}",20,3,1.679223552206766,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
189,False,"{'a': 0.005, 'e': 0.5857428790182249}",20,0,5.189268839132129,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
190,False,"{'a': 0.005, 'e': 0.5816830894638835}",20,0,-96.80299166923481,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 2}",0
191,False,"{'a': 0.005, 'e': 0.5776087578626015}",20,14,-41.16567303944485,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
192,False,"{'a': 0.005, 'e': 0.5735199860724567}",30,0,-68.90508240087836,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
193,False,"{'a': 0.005, 'e': 0.5694168763125309}",20,0,-16.314679213051246,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
194,False,"{'a': 0.005, 'e': 0.5652995311603544}",25,0,-52.48518753779478,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
195,False,"{'a': 0.005, 'e': 0.5611680535493414}",25,0,-77.99640678113238,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
196,False,"{'a': 0.005, 'e': 0.5570225467662173}",20,12,-9.723692160751671,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
197,False,"{'a': 0.005, 'e': 0.5528631144484356}",25,0,-39.66686338888717,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
198,False,"{'a': 0.005, 'e': 0.5486898605815875}",30,4,-39.33984085050808,"{0: 20, 1: 0, 2: 5, 3: 1, 4: 0}",1
199,False,"{'a': 0.005, 'e': 0.5445028894968026}",20,0,-72.58320599232272,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",1
200,False,"{'a': 0.005, 'e': 0.5403023058681397}",25,0,-69.79505073609555,"{0: 20, 1: 2, 2: 1, 3: 0, 4: 2}",0
201,False,"{'a': 0.005, 'e': 0.5360882147099707}",20,6,-2.5073616155505514,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
202,False,"{'a': 0.005, 'e': 0.5318607213743555}",20,7,-13.08464825596868,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
203,False,"{'a': 0.005, 'e': 0.5276199315484067}",30,0,-38.32645372961932,"{0: 26, 1: 1, 2: 1, 3: 1, 4: 1}",1
204,False,"{'a': 0.005, 'e': 0.5233659512516495}",20,0,-109.80343348213644,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
205,False,"{'a': 0.005, 'e': 0.5190988868333698}",25,9,-47.18787063664312,"{0: 11, 1: 3, 2: 1, 3: 0, 4: 1}",1
206,False,"{'a': 0.005, 'e': 0.5148188449699553}",25,18,13.238756044720283,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.005, 'e': 0.5105259326622302}",20,6,-59.46981126857674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 2}",1
208,False,"{'a': 0.005, 'e': 0.5062202572327784}",20,0,-65.73920301081112,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
209,False,"{'a': 0.005, 'e': 0.5019019263232615}",20,7,-59.97798139883816,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
210,False,"{'a': 0.005, 'e': 0.49757104789172696}",20,8,-6.202295771840739,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
211,False,"{'a': 0.005, 'e': 0.4932277302099105}",30,14,11.417578106708696,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.005, 'e': 0.4888720818605275}",25,8,21.825797207375217,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.005, 'e': 0.48450421173456026}",20,0,-56.428626236464304,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",1
214,False,"{'a': 0.005, 'e': 0.4801242290285341}",25,12,-8.128873854938984,"{0: 11, 1: 0, 2: 1, 3: 1, 4: 0}",1
215,False,"{'a': 0.005, 'e': 0.4757322432417888}",25,0,-90.78937165494263,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",1
216,False,"{'a': 0.005, 'e': 0.47132836417373997}",25,16,16.682951818912585,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.005, 'e': 0.4669127019211353}",20,0,-101.4847272823375,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 3}",0
218,False,"{'a': 0.005, 'e': 0.4624853668753008}",20,13,15.329315920388028,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.005, 'e': 0.45804646971938234}",20,6,-56.03015444083299,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
220,False,"{'a': 0.005, 'e': 0.4535961214255773}",25,13,-1.588870321087127,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
221,False,"{'a': 0.005, 'e': 0.4491344332523616}",20,6,21.823837277282934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.005, 'e': 0.4446615167417068}",20,3,13.710184941252013,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.005, 'e': 0.440177483716293}",20,4,-16.04564418381569,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
224,False,"{'a': 0.005, 'e': 0.4356824462767121}",20,12,5.444628631624839,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.005, 'e': 0.4311765167986662}",25,14,-22.250346657865002,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
226,False,"{'a': 0.005, 'e': 0.42665980793015723}",30,8,7.1166490298444645,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
227,False,"{'a': 0.005, 'e': 0.42213243258867206}",20,10,18.34455738986675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.005, 'e': 0.41759450395835795}",20,0,-60.522790995820344,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
229,False,"{'a': 0.005, 'e': 0.4130461354871949}",25,0,-74.00408866440674,"{0: 21, 1: 1, 2: 0, 3: 1, 4: 2}",0
230,False,"{'a': 0.005, 'e': 0.40848744088415717}",30,18,-9.764432538524396,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
231,False,"{'a': 0.005, 'e': 0.40391853411637296}",25,11,-17.00229054047545,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
232,False,"{'a': 0.005, 'e': 0.3993395294062732}",30,12,-3.612866236241047,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
233,False,"{'a': 0.005, 'e': 0.39475054122873704}",25,11,25.597763755732565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
234,False,"{'a': 0.005, 'e': 0.3901516843082303}",20,2,-22.13531463482195,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
235,False,"{'a': 0.005, 'e': 0.385543073615936}",20,1,-17.640662992248515,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
236,False,"{'a': 0.005, 'e': 0.38092482436688185}",30,12,-8.652781550609049,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
237,False,"{'a': 0.005, 'e': 0.37629705201705815}",25,17,19.215386048423223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.005, 'e': 0.371659872260533}",25,15,16.237435620848956,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.005, 'e': 0.3670134010265584}",35,23,8.302983711290505,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.005, 'e': 0.3623577544766736}",20,5,-60.73594093893464,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 1}",1
241,False,"{'a': 0.005, 'e': 0.3576930490017995}",25,0,-0.016930455911718045,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",1
242,False,"{'a': 0.005, 'e': 0.3530194012193304}",20,10,10.197713904930541,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.005, 'e': 0.348336927970217}",25,7,-17.068006800428133,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
244,False,"{'a': 0.005, 'e': 0.34364574631604705}",25,18,-1.9783137233101784,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
245,False,"{'a': 0.005, 'e': 0.3389459735361172}",25,6,14.618967164645952,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
246,False,"{'a': 0.005, 'e': 0.3342377271245026}",25,5,2.8216313287448207,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
247,False,"{'a': 0.005, 'e': 0.32952112478711787}",20,12,16.363549909933905,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 0.005, 'e': 0.32479628443877623}",30,19,-36.755499102979115,"{0: 8, 1: 0, 2: 1, 3: 2, 4: 0}",1
249,False,"{'a': 0.005, 'e': 0.32006332420023986}",25,4,-79.76860179043683,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 2}",1
250,False,"{'a': 0.005, 'e': 0.3153223623952687}",20,5,-27.32525238949864,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
251,False,"{'a': 0.005, 'e': 0.3105735175476604}",20,16,9.456109518933143,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.005, 'e': 0.30581690837828934}",20,10,17.6025399999586,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
253,False,"{'a': 0.005, 'e': 0.3010526538021365}",20,4,-0.533492789253911,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 0}",1
254,False,"{'a': 0.005, 'e': 0.29628087292531874}",25,0,24.595706792564137,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
255,False,"{'a': 0.005, 'e': 0.2915016850421088}",20,0,-36.77779098332528,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
256,False,"{'a': 0.005, 'e': 0.2867152096319555}",20,7,24.80864212641725,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.005, 'e': 0.2819215663564944}",25,14,-1.893845280941866,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.005, 'e': 0.2771208750565576}",20,1,21.376739872837323,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.005, 'e': 0.272313255749178}",20,4,-30.719388047923854,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 0}",1
260,False,"{'a': 0.005, 'e': 0.26749882862458735}",20,3,12.861173449858072,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.005, 'e': 0.26267771404321355}",20,10,21.900072805462898,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.005, 'e': 0.2578500325326696}",20,6,17.530502454495345,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
263,False,"{'a': 0.005, 'e': 0.25301590478474223}",20,6,13.012196686708219,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
264,False,"{'a': 0.005, 'e': 0.2481754516523729}",25,9,-26.05797030290761,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
265,False,"{'a': 0.005, 'e': 0.24332879414663827}",20,11,17.346815839262877,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,False,"{'a': 0.005, 'e': 0.23847605343372313}",20,0,11.033851804792015,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
267,False,"{'a': 0.005, 'e': 0.233617350831893}",30,21,16.721402133549862,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.005, 'e': 0.22875280780845939}",30,18,22.702027039943395,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.005, 'e': 0.22388254597674498}",20,11,-4.500008261155227,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
270,False,"{'a': 0.005, 'e': 0.2190066870930415}",30,8,12.493993916842895,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
271,False,"{'a': 0.005, 'e': 0.21412535305356747}",20,0,3.6535727075473705,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
272,False,"{'a': 0.005, 'e': 0.20923866589141926}",25,19,-9.38875087105841,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
273,False,"{'a': 0.005, 'e': 0.20434674777352183}",25,13,-5.573562341910479,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
274,False,"{'a': 0.005, 'e': 0.19944972099757285}",30,12,-0.22156409952521194,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
275,False,"{'a': 0.005, 'e': 0.19454770798898718}",20,16,6.997929667506059,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,False,"{'a': 0.005, 'e': 0.18964083129783424}",20,16,7.384844474930316,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.005, 'e': 0.1847292135957762}",25,13,20.7609779614105,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
278,False,"{'a': 0.005, 'e': 0.17981297767299936}",30,17,26.59494581020043,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.005, 'e': 0.17489224643514614}",20,12,9.832074494064162,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
280,False,"{'a': 0.005, 'e': 0.16996714290024081}",20,12,4.604097854322651,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
281,False,"{'a': 0.005, 'e': 0.16503779019561562}",20,8,16.661357289279678,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.005, 'e': 0.16010431155483126}",20,0,-1.0334262186510177,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
283,False,"{'a': 0.005, 'e': 0.15516683031459658}",20,16,9.550431768689101,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.005, 'e': 0.15022546991168584}",20,6,-13.687215321368715,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
285,False,"{'a': 0.005, 'e': 0.14528035387985133}",20,13,12.432468430077343,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.005, 'e': 0.14033160584673673}",20,2,-20.18404874591482,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
287,False,"{'a': 0.005, 'e': 0.13537934953078465}",20,15,10.870620464547883,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.005, 'e': 0.13042370873814554}",20,0,14.466557034377793,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.005, 'e': 0.12546480735958065}",25,10,11.684365898656129,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
290,False,"{'a': 0.005, 'e': 0.12050276936736662}",20,0,20.012208768284044,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
291,False,"{'a': 0.005, 'e': 0.11553771881219435}",30,3,33.574580151803836,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.005, 'e': 0.11056977982006959}",20,0,10.545471939243164,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
293,False,"{'a': 0.005, 'e': 0.10559907658920793}",25,2,9.410388254370444,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",1
294,False,"{'a': 0.005, 'e': 0.10062573338693173}",20,13,9.946842154881573,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.005, 'e': 0.09564987454656154}",20,0,29.308280804873913,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0.0, 'e': 0.0}",25,12,25.801131543183235,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",25,20,11.909621399764896,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",20,9,22.709631849570396,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,14,30.915594961206565,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",20,7,23.459416957250717,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,19,14.246715329148863,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",20,10,17.010274776560387,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,8,21.602355859231157,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,13,21.509908393170456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0.0, 'e': 0.0}",30,20,18.468644289361663,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",35,15,39.694834458723584,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",30,12,34.55856224477361,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",20,9,24.110463150668792,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",30,21,17.636952342732673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",20,13,13.896869198082685,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,13,22.034751640232432,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",20,13,15.200789604735192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",20,6,24.727769310916756,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",20,6,22.810810449459474,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",20,8,20.35088607965473,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
